id,X_cor,Y_cor,Elevation,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013
345,1272282.167,743933.0265,918.0, ,1,1,1, ,1,1, , , , , , , 
346,1331469.374,712954.2258,1087.0, , , , , , ,1, , , , , , , 
347,1326020.371,752414.348,933.0, ,1, ,1,1, , , , , , , , , 
348,1287417.139,761786.8325,1046.0, , ,1,1, , , , , , , , , , 
349,1287946.391,765984.9326,1000.0, , ,1,1, , , , , , , , , , 
350,1288013.472,763658.3816,1021.0, , ,1,1, , , , , , , , , , 
351,1286742.505,763359.8666,1041.0, , ,1,1, , , , , , , , , , 
352,1306350.813,758800.4489,975.0, ,1,1,1, , , , , , , , , , 
353,1292037.968,762386.8754,1026.0, , ,1,1, , , , , , , , , , 
354,1336082.367,706897.6682,1108.0, , , ,1, , , , , , , , , , 
355,1324012.453,701660.7524,1088.0, , , ,1, , , , , , , , , , 
356,1343139.775,705344.0952,914.0, , , ,1, , , , , , , , , , 
357,1343694.013,706438.6004,957.0, , , ,1, , , , , , , , , , 
358,1299673.248,774344.8668,938.0, , ,1,1, , , , , , , , , , 
359,1316579.014,767056.1593,914.0, , ,1,1, , , , , , , , , , 
360,1304759.752,762362.225,935.0, ,1,1,1, , , , , , , , , , 
361,1291186.542,767374.3861,960.0, , ,1,1, , , , , , , , , , 
362,1298861.554,776804.6399,963.0, , ,1,1, , , , , , , , , , 
363,1277449.057,730035.478,1292.0, , ,1,1, , , , , , , , , , 
364,1342629.331,700675.4317,1165.0, , , ,1, , , , , , , , , , 
365,1296569.583,732954.1183,1093.0, , ,1, , , , , , , , , , , 
366,1292850.653,724021.7209,1092.0, , ,1, , , , , , , , , , , 
367,1301720.187,728851.9865,1088.0, , ,1, , , , , , , , , , , 
368,1286608.543,737002.3526,1088.0, , ,1, , , , , , , , , , , 
369,1293825.062,731987.2074,1136.0, , ,1, , , , , , , , , , , 
370,1304802.753,720828.65,1079.0, , ,1, , , , , , , , , , , 
371,1297440.905,730933.8402,1118.0, , ,1, , , , , , , , , , , 
372,1251209.971,738962.9546,859.0, , ,1, , , , , , , , , , , 
373,1304870.849,743247.1663,1100.0, , ,1, , , , , , , , , , , 
374,1306498.054,772120.6806,976.0, , ,1, , , , , , , , , , , 
375,1308844.05,679555.0056,1385.0, , ,1, , , , , , , , , , , 
376,1324031.29,764928.5627,920.0, , ,1, , , , , , , , , , , 
377,1322545.827,765841.5455,863.0, , ,1, , , , , , , , , , , 
378,1328003.814,764747.4679,931.0, , ,1, , , , , , , , , , , 
379,1254951.923,714688.8799,1049.0, , , ,1, , , ,1, , , , ,1,1
380,1253224.04,716049.9534,1136.0, , , ,1, ,1, ,1, , , , , ,1
381,1261356.487,735857.9629,912.0, , ,1,1,1, ,1,1,1,1, ,1,1,1
382,1249719.19,746706.0696,1079.0, , ,1,1,1,1, ,1,1,1,1,1,1,1
383,1255975.162,772963.7325,901.0, , ,1,1, , ,1,1,1,1,1,1, ,1
384,1279981.034,791737.092,749.0, , , , , ,1,1,1,1,1,1,1, ,1
385,1257599.231,793202.7077,974.0, , ,1,1,1, ,1,1,1,1,1,1, ,1
386,1253607.562,796929.4692,458.0, , , , , ,1, ,1,1,1, , , ,1
387,1257097.857,801150.7288,713.0, , , ,1,1, ,1,1,1,1,1,1, ,1
388,1252184.425,800913.6893,743.0, , ,1, ,1,1,1,1, ,1,1,1,1,1
389,1256544.738,814107.9954,810.0, , ,1, ,1,1,1,1,1,1,1,1, ,1
390,1259596.634,815417.627,730.0, , , ,1,1,1, ,1,1,1,1,1, ,1
391,1246440.568,829871.6559,635.0, , , ,1,1, , , ,1,1,1,1, ,1
392,1251885.937,831694.8116,773.0, , , , , , , , ,1, ,1,1, ,1
393,1211238.301,758356.9786,1161.0, , , , , ,1,1,1,1,1, , , ,1
394,1359761.69,660517.6176,1285.0, , , , , , ,1,1, ,1,1, , ,1
395,1357043.699,683356.8595,830.0, , , , , , , , , , , , ,1,1
396,1277226.816,692440.7822,1272.0, , , , , , , ,1, , , , ,1,1
397,1275535.998,698767.0445,808.0, , , , , , , ,1, , , , , ,1
398,1287957.478,707750.9543,1189.0, , , , , , , , , , , , , ,1
399,1269459.382,703558.1016,1110.0, , , , ,1, ,1,1,1, , , , ,1
400,1268076.575,707331.8968,1268.0, , ,1, ,1,1,1,1,1, , , ,1,1
401,1273865.101,714948.8964,1219.0, , , , ,1,1, ,1,1,1, ,1, ,1
402,1281694.885,714247.5674,1089.0, , ,1, ,1, ,1, ,1, , , ,1,1
403,1284796.749,715293.1938,1064.0, , ,1, ,1,1,1,1,1,1, , , ,1
404,1268671.113,721977.0156,1134.0, , ,1, ,1,1, ,1,1,1, ,1,1,1
405,1286509.517,722214.1494,1218.0, , ,1,1, ,1,1,1,1,1,1,1,1,1
406,1275846.636,724767.2004,1226.0, , ,1,1, , ,1,1,1,1, ,1,1,1
407,1266441.542,725589.1687,1113.0, , ,1,1, , ,1,1,1,1, ,1,1,1
408,1266609.195,730860.9064,1376.0, , ,1,1, , ,1, , , , ,1,1,1
409,1280629.764,738188.1501,1074.0, ,1,1,1, , , , ,1,1, ,1, ,1
410,1312631.573,748750.6021,1077.0, ,1,1,1,1, ,1, , , , , , ,1
411,1309891.557,749478.0646,1077.0, ,1,1,1,1, , , , , , , , ,1
412,1272363.123,686095.4114,984.0,1, , , , , , , , , , , , , 
413,1309915.134,651708.3739,903.0,1, , , , , , , , , , , , , 
414,1314826.401,703456.9163,1070.0, ,1, , , , , , , , , , , , 
415,1314583.529,707057.3519,1068.0, ,1, , , , , , , , , , , , 
